164470,https://tr.wikipedia.org/?curid=1021892,1988 Avrupa Futbol Şampiyonası elemeleri
228259,https://tr.wikipedia.org/?curid=1046395,Selena
273152,https://tr.wikipedia.org/?curid=1060448,Kadın hareketi
273145,https://tr.wikipedia.org/?curid=107611,Kedi balığı
148739,https://tr.wikipedia.org/?curid=11090,Evrim
274156,https://tr.wikipedia.org/?curid=11633,Yörünge
189058,https://tr.wikipedia.org/?curid=1174544,The Walking Dead (dizi)
114982,https://tr.wikipedia.org/?curid=118471,Carmela Corleone
418215,https://tr.wikipedia.org/?curid=12137,Çin
156853,https://tr.wikipedia.org/?curid=12926,Elektron
388301,https://tr.wikipedia.org/?curid=1335269,Argüman
122936,https://tr.wikipedia.org/?curid=1343905,Türk Hava Yolları
305325,https://tr.wikipedia.org/?curid=136846,Arabellek aşımı
154521,https://tr.wikipedia.org/?curid=13788,Elektron dizilimi
105042,https://tr.wikipedia.org/?curid=13855,İstanbul
133198,https://tr.wikipedia.org/?curid=1392173,Tesla bobini
207930,https://tr.wikipedia.org/?curid=1420773,Bitcoin
306677,https://tr.wikipedia.org/?curid=1420773,Bitcoin
271111,https://tr.wikipedia.org/?curid=1423248,Alphabet tarafından satın alınan şirketler listesi
271387,https://tr.wikipedia.org/?curid=1423248,Alphabet tarafından satın alınan şirketler listesi
272026,https://tr.wikipedia.org/?curid=1423248,Alphabet tarafından satın alınan şirketler listesi
272592,https://tr.wikipedia.org/?curid=1423248,Alphabet tarafından satın alınan şirketler listesi
171126,https://tr.wikipedia.org/?curid=1429626,Osmanlı İmparatorluğu
272046,https://tr.wikipedia.org/?curid=1438784,MDNA
274014,https://tr.wikipedia.org/?curid=1464056,Ariana Grande
222796,https://tr.wikipedia.org/?curid=1468226,"All Is Violent, All Is Bright"
187609,https://tr.wikipedia.org/?curid=1468413,Şapkacı
139057,https://tr.wikipedia.org/?curid=14685,Feminist ilahiyat
139685,https://tr.wikipedia.org/?curid=1469481,Takson yazarı zoologlar listesi
272574,https://tr.wikipedia.org/?curid=14835,Bozcaada
138138,https://tr.wikipedia.org/?curid=1501,Doğal sayılar
229738,https://tr.wikipedia.org/?curid=15304,Davud
297863,https://tr.wikipedia.org/?curid=1535838,Video Games
150311,https://tr.wikipedia.org/?curid=1549534,Gömülü sistem
405763,https://tr.wikipedia.org/?curid=155771,İnsan dişi
132700,https://tr.wikipedia.org/?curid=1588199,Türkiye Türkmenleri
287383,https://tr.wikipedia.org/?curid=1605641,Bilgi teknolojisi
312875,https://tr.wikipedia.org/?curid=1626198,Edward Dmytryk
134469,https://tr.wikipedia.org/?curid=1631953,Rihanna 777 Documentary... 7Countries7Days7Shows
418132,https://tr.wikipedia.org/?curid=1672902,"Bismarck, Kuzey Dakota"
192315,https://tr.wikipedia.org/?curid=1678578,Beynin yüzde onunun kullanıldığı efsanesi
224907,https://tr.wikipedia.org/?curid=168020,Rizobiyum
191979,https://tr.wikipedia.org/?curid=1680329,Lee Donghae
243172,https://tr.wikipedia.org/?curid=1720917,Türk bilim insanları listesi
154396,https://tr.wikipedia.org/?curid=173510,Atom çekirdeği
383013,https://tr.wikipedia.org/?curid=173749,Meryem Ana Evi
160898,https://tr.wikipedia.org/?curid=1741849,Mateo Kovačić
224417,https://tr.wikipedia.org/?curid=1744673,İkincil metabolit
309591,https://tr.wikipedia.org/?curid=1747128,Shinhwa
154628,https://tr.wikipedia.org/?curid=176803,Manyetizma
300778,https://tr.wikipedia.org/?curid=1768722,Windows 10
303363,https://tr.wikipedia.org/?curid=1774740,Indian Super League
231261,https://tr.wikipedia.org/?curid=1790800,Ronda Rousey
281190,https://tr.wikipedia.org/?curid=1810507,Süfyân es-Sevrî
299250,https://tr.wikipedia.org/?curid=181302,Saraybosna Suikastı
306507,https://tr.wikipedia.org/?curid=1818598,Malware
143411,https://tr.wikipedia.org/?curid=183105,Karbonat
367293,https://tr.wikipedia.org/?curid=185979,Tavus kuşu
355120,https://tr.wikipedia.org/?curid=1871,İtalya
273142,https://tr.wikipedia.org/?curid=189101,Doğa bilimleri
271138,https://tr.wikipedia.org/?curid=1897509,G.NA
271929,https://tr.wikipedia.org/?curid=1923611,Kamboçya Soykırımı
120989,https://tr.wikipedia.org/?curid=1928668,Elektromanyetizma teorisi tarihi
272585,https://tr.wikipedia.org/?curid=1928668,Elektromanyetizma teorisi tarihi
145402,https://tr.wikipedia.org/?curid=1958,Amerika Birleşik Devletleri
285152,https://tr.wikipedia.org/?curid=1958,Amerika Birleşik Devletleri
128443,https://tr.wikipedia.org/?curid=20265,Kürtler
