university,konu,tr,en
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde şu sorunun cevabını araştırdık. Verilen bir K cisminin Galois olmayan F genişlemesinde K'nın bir asalı, F'de nasıl çarpanlarına ayrılır? İlk bölümde F/K genişlemesinin Galois kapanışı olan M cismi ve bu cismin K üzerindeki Galois grubunun K'daki herhangi bir P asalının F cismindeki asal çarpanları üzerindeki aksiyonunu inceledik. Boylelikle G'in belirli altgruplarna göre belirlenmiş çift koset uzayıyla (P ve F tarafndan belirlenen) P'in F'deki asal çarpanlarından oluşan küme arasında birebir bir fonksiyon bulduk. Bu fonksiyonun görüntüsü altında P'in her bir asal çarpanı için ramifi kasyon ve kalan derecelerini açıkça belirledik. Daha sonra G'in sonlu bir Lie grup olduğu ve F'inde G'in parabolik bir altgrubuna karşılık geldiği durumu inceledik. Bu koşullar altında K'in F üzerinde rami fikasyonun olmadığı P asalları için kalan derecesinin belli bir sayı olduğu asal çarpanlarının sayısının bir polinom şeklinde verildiğini belirledik. Bu polinom G'in üzerinde tanımlı olduğu cismin karakteristiğinin bir gücü olarak verilir ve G'in Weyl grubu üzerindeki uzunluk fonksiyonunun bu grubun belli altgrupları üzerindeki görüntüsü tarafından belirlenir.","In this thesis we consider the following question: Given a nite separable non-Galois extension F/K of a global eld K, how a prime P of K decomposes in the eld F. In the rst part, we study the Galois extension M/K where M is the Galois closure of F/K and action of Galois group G of M/K over the set of primes of F lying over a prime P in K. We obtain a one to one correspondence between the double coset space of G with respect to certain subgroups of G (depending on P and F) and the set of primes of F lying over P. Under this correspondence rami cation indices and inertia degrees are explicitly determined. Then we investigate the case where G is a nite group of Lie type and F is the intermediate eld corresponding to a parabolic subgroup of G. We obtain that the number of primes of F lying over an unrami ed place with given residue degree can be given as polynomials in a power of the characteristic of the variety G. This polynomials depend on the length function on the certain subgroups of the Weyl group of G."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde, tek ayak uçuş gelir yönetiminde statik bir kapasite üstü rezervasyon modeli sunulmaktadır. Modelde, farklı uçuş sınıflarına ait bilet taleplerinin birbirlerinden bağımsız ve homojen olmayan Poisson süreçlerine göre geldiği varsayılmıştır. Kabul edilen her rezervasyon uçuş tarihinden önce iptal edilebilir ya da kalkış tarihinde bazı yolcular uçağa gelmeyebilirler. Bu durumda, statik bir strateji m boyutlu bir vektör ile ifade edilmekte ve bu vektörün i'inci bileşeni o bilet sınıfın kapanış zamanını vermektedir. Tezde, bu tarz statik stratejiler içeresinden en yüksek beklenen geliri getiren strateji belirlenmiştir. Model bu haliyle, zamanda sürekli benzer bir dinamik kapasite üstü rezervasyon modelinin statik versiyonu olarak görülebilir. İyi bilinen EMSR metodlarına alternatif olarak da görülebilir. Tezde, sözü edilen optimal statik stratejinin performansı incelenmiş ve EMSR ve dinamik stratejilerle karşılaştırılmıştır.","In this thesis, we present a static single leg airline revenue management model with overbooking. In this model it is assumed that the requests for different fare class tickets arrive according to independent nonhomogeneous Poisson processes. Each accepted request may cancel its reservation before the departure, and at the departure time no-shows may occur. In this setup, a static strategy is represented by a deterministic vector whose components give the closing times of the fare classes. Among those strategies we determine one with the highest expected revenue. As such this model can be seen as the static counter part of a dynamic continuous-time airline overbooking model. It can also be considered as an alternative to the well-known EMSR heuristics. In the thesis, we also study the performance of the optimal static strategy numerically and compare it with those of EMSR and dynamic strategies."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde, sığ sulardaki uzun dalgaların davranışını ifade eden klasik Korteweg-de Vries denklemi için Cauchy problemi incelenmektedir. İlk olarak Bona ve çalışma arkadaşlarının denkleme düzenleyici bir terim ekleme yaklaşımını kullanarak başlangıç verisi üç kez türevlenebilirken problemin iyi konulmuş olduğunu ve çözümün global bir şekilde bu uzayda yer aldığını gösterdik. Ardından, türevlenebilirlik sınırını yerel çözümler için 1,5 ve global çözümler için 2 olacak şekilde düşürmek için doğrusal olmayan yarı-grup teorisinde Kato'nun metodlarını kullandık.","In this thesis, we study the Cauchy problem for the classic Korteweg-de Vries equation describing the propagation of long waves in shallow waters. We first use Bona and colleagues' approach of adding a regularizing term to the equation and show that the equation is well-posed for thrice differentiable initial data with solution lying in this space for each t globally. We then use Kato's methods of semigroup theory in nonlinear study to lower the bound on differentiablity 1,5 for local solutions and to 2 for global solutions."
Sabancı Üniversitesi,Matematik = Mathematics,"Bent fonksiyonları olası en az doğrusallığa sahip olan Boole fonksiyonlardır, yani afin fonksiyonlar kümesine olası en fazla uzaklığa sahip olan fonksiyonlardır. Bu kavram ilk olarak 1976 yılında Rothaus tarafından ortaya atılmıştır. Bent fonksiyonlar, kriptolojik uygulamalardaki kullanımından ve ilginç kombinatorik özelliklerinden dolayı son 20 yıl içerisinde geniş ilgi çekmiştir. Buna rağmen bent fonksiyonlarının tamamı henüz sınıflandırılamamıştır ve bu mümkün gözükmemektedir. 2001 yılında Youssef ve Gong, bent fonksiyonlarının, hiper-bent adını verdikleri bir alt kümesinin çalışılmasını önerdiler. Bu alt kümenin inşaası, genelde bent fonksiyonların inşaasından daha zordur. Bu tezde, Kloosterman ve kübik toplamlar ile Dickson polinomları yoluyla elde edilen sonsuz elemana sahip bent ve hiper-bent fonksiyon sınıfları hakkında son yıllarda yapılan bazı çalışmaları inceleyeceğiz.","Bent functions are Boolean functions which have maximum possible nonlinearity i.e. maximal distance to the set of affine functions. They were introduced by Rothaus in 1976. In the last two decades, they have been studied widely due to their interesting combinatorial properties and their applications in cryptography. However the complete classification of bent functions has not been achieved yet. In 2001 Youssef and Gong introduced a subclass of bent functions which they called hyper-bent functions. The construction of hyper-bent functions is generally more difficult than the construction of bent functions. In this thesis we give a survey of recent constructions of infinite classes of bent and hyper-bent functions where the classification is obtained through the use of Kloosterman and cubic sums and Dickson polynomials."
Sabancı Üniversitesi,Matematik = Mathematics,"Sonlu cisimler üzerinde indirgenemez polinomların inşası, kodlama teorisi ve kriptografideki önemli uygulamaları da dahil olmak üzere son zamanlarda güçlü bir ilgi odağı oluşturmaktadır. İndirgenemez polinomların inşasında en popüler yöntemlerden biri olan polinom bileşimi metodunda, düşük dereceli indirgenemez polinomlardan yüksek dereceli indirgenemez polinomlar elde edilir. Bu tezde, bir takım polinom bileşimi yöntemleri ile bunların uygulamalarına yer verilmiştir.","The construction of irreducible polynomials over finite fields is currently a strong subject of interest with important applications including coding theory and cryptography. One of the most popular methods of construction of irreducible polynomials is the method of composition of polynomials where irreducible polynomials of relatively higher degrees are generated from irreducible polynomials of relatively lower degrees. In this thesis, we give some polynomial composition methods and several applications of them."
Sabancı Üniversitesi,Matematik = Mathematics,"İlk olarak, q elemanlı sonlu cisim üzerinde q-polinomlarının oluşturduğu halka ile bu cisim üzerindeki polinom halkası arasında bir izomorfizma kurulmuş ve bu polinomların birkaç önemli özelliği sunulmuştur. Ayrıca P. Charpin ve G. Kyureghyan'a ait bir makaleye dayanarak, p^n elemanlı sonlu cisim üzerinde p-polinomları kullanılarak elde edilen bu cisim üzerinde permütasyon polinomları için tanımlamalar verilmiştir. Son olarak S. Ling ve L.J. Qu'ya ait bir makale doğrultusunda, çekirdeği herhangi bir boyuta sahip olan q^n elemanlı sonlu cisim üzerinde q-polinomları hakkında birkaç sonuca yer verilmiştir.","We first study the ring of q-polynomials over the finite field with q elements by constructing an isomorphism between this ring and the polynomial ring over that field and by presenting several important facts about the polynomials in this ring. We also give characterizations for permutation polynomials of the finite field with p^n elements derived from p-polynomials over that field, based on a paper of P. Charpin and G. Kyureghyan. Furthermore, we present several results on q-polynomials over the finite field with q^n elements with kernel of any given dimension, following a paper by S. Ling and L.J. Qu."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde asal karakteristikte tanımlanmış cebirsel eğriler konusundaki iki problemi ele aldık. İlk bölümde sonlu bir cisim olan Fq üzerinde tanımlı eğrileri çalıştık. Yeteri kadar büyük her tamsayı g için öngörülmüş sayıda r dereceli (r = 1,...,m) noktası olan cinsi g bir eğrinin varlığını gösterdik. Bu sonuç, belli bir dereceye kadar öngörülmüş katsayılı L-polinomu olan bir eğrinin varlığını göstermiştir. İkinci bölümde tek karakteristikli, cebirsel olarak kapalı K cismi üzerinde tanımlı eğrileri göz önüne aldık. Otomorﬁzma grubunun sayısı 3(2g2 + g)(√8g + 1 + 3)'den büyük olan düzlemsel düzgün bir eğrinin Hermitian eğrisine birasyonel olarak eşdeğer olduğunu gösterdik.","In this thesis we consider two problems related to algebraic curves in prime characteristic. In the ﬁrst part, we study curves deﬁned over the ﬁnite ﬁeld Fq. We prove that for each suﬃciently large integer g there exists a curve of genus g with prescribed number of degree r points for r = 1,...,m. This leads to the existence of a curve whose L-polynomial has prescribed coeﬃcients up to some degree. In the second part, we consider curves deﬁned over algebraically closed ﬁelds K of odd characteristic. We show that a plane smooth curve which has a K-automorphism group of order larger than 3(2g2 + g)(√8g + 1 + 3) must be birationally equivalent to a Hermitian curve."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde, herhangi bir sonlu cisim F_q üzerinde tanımlanan bir fonksiyon cisimleri kulesi F=(F_n)n?0 ve E :=E.F=(EF_n){n?0} dizisinin F_q üzerinde tanımlanmasını sağlayan herhangi bir sonlu genişleme E/F_0 ele alınmıştır. Bu F kulesinin değişmezlerinin (yani derecesi herhangi bir r?1 olan F'teki yerlerin asimptotik sayılarının) bilindiği varsıyılarak, E'nin değişmezleri üzerinde çalışılmıştır. Herhangi bir F_q üzerinde tanımlanan ve belirlenen sonlu sayıdaki değişmezi pozitif olan fonksiyon cisimleri kulelerinin inşa edilebilmesi için bir metod verilmiştir. Ayrıca, aynı metod kullanılarak, bazı q değerleri için, en az bir tane pozitif değişmezi ve bazı belirlenmiş değişmezleri sıfır olan kulelerinin inşa edilebileceği ispatlanmıstır. Bu metod, fonksiyon cisimlerinin acık genişlemelerine dayanmaktadır. Ayrıca, herhangi bir r?1 ve q öyle ki q^r bir kare olduğu durumlarda, F_q üzerinde tanımlanan ve r mertebeli Drinfeld-Vladut sınırına ulaşan fonksiyon cisimleri kulelerinin var olduğu gösterilmiştir. Son olarak, çeşitli değişmezleri pozitif olan veya sadece bir değişmezi pozitif olan bazı özyineli fonksiyon cisimleri kuleleri örnekleri verilmiştir.","In this thesis we consider a tower of function fields F = (F_n)n?0 over a finite field F_q and a finite extension E/F_0 such that the sequence E:=E.F=(EF_n)n?0 is a tower over the field F_q. Then we study invariants of E, that is, the asymptotic number of the places of degree r in E, for any r?1, if those of F are known. We give a method for constructing towers of function fields over any finite field F_q with finitely many prescribed invariants being positive. For certain q, we prove that with the same method one can also construct towers with at least one positive invariant and certain prescribed invariants being zero. Our method is based on explicit extensions of function fields. Moreover, we show the existence of towers over a finite field F_q attaining the Drinfeld-Vladut bound of order r, for any r?1 with q^r a square. Finally, we give some examples of recursive towers with various invariants being positive and towers with exactly one invariant being positive."
Sabancı Üniversitesi,Matematik = Mathematics,"L^2 potansiyeli ve regüler sınır şartlarıyla düşünülen, tek boyutlu Dirac operatörünün ayrık spektrumu vardır. Bu tezde, Riesz tabanının genel özelliklerini inceliyoruz, güçlü regüler sınır şartlarıyla düşünülen Dirac operatörünün özvektörlerinden oluşan Riesz tabanının varlığını ispatlıyoruz, eşlenik operatörünü buluyoruz, özeşlenik sınır şartlarını belirliyoruz ve bazı özel özeşlenik genişlemeleri hesaplıyoruz.","One dimensional Dirac operators considered with L^2-potentials and subject to regular boundary conditions bc have discrete spectrum. In this thesis, we study the basic properties of Riesz bases, prove existence of Riesz bases consisting of root functions of Dirac operators subject to strictly regular bc, findadjoint operator, find all self-adjoint bc and calculate some special self-adjoint extensions."
Sabancı Üniversitesi,Matematik = Mathematics,"Sonlu cisim üzerinde tanımlı ve Hasse-Weil sınırına göre olası en büyük sayıdarasyonel yer sayısına sahip fonksiyon cismine maksimal denir. En önemli maksimalfonksiyon cismi örneği Hermitian fonksiyon cismi H'dir. H, aynı sonlu cisim üzerindetanımlı maksimal fonksiyon cisimleri arasında en büyük cinse sahiptir, ve bucinse sahip, izomorfizma denkliğine göre, tek maksimal fonksiyon cismidir. Ayrıcaoldukça büyük bir otomorfizma grubuna sahiptir. Çok yakın zamana kadar H'inaltcismi olmayan bir maksimal fonksiyon cismi örneği bulunamamıstır. 2009 yılındaGiulietti ve Korchmáros Fq6 sonlu cismi üstünde, q bir asal sayı kuvveti olmak üzere,ve aynı sonlu cisim üzerinde tanımlı Hermitian fonksiyon cisminin altcismi olmayanilk maksimal fonksiyon cismi örneğini insa ettiler. Ayrıca bu fonksiyon cisminin otomorfizmagrubunu da buldular. Daha sonra Garcia, Güneri ve Stichtenoth, Giulietti-Korchmáros fonksiyon cisminin herhangi bir tek tam sayı n >= 3 için Fq2n üzerindetanımlı genellemesini buldular ve genellestirilmis Giulietti-Korchmáros fonksiyon cismininde maksimal olduğunu gösterdiler.Bu tezde genellestirilmis Giulietti-Korchmáros fonksiyon cisminin otomorfizmagrubu tarif edilmistir. Ayrıca, bu cismin bazı alt cisimleri ve bu alt cisimlerin cinsleride bulunmustur.","A function field over a finite field which has the largest possible number of rationalplaces, with respect to Hasse-Weil bound, is called maximal. The most importantexample of a maximal function field is the Hermitian function field H. It has thelargest possible genus among maximal function fields defined over the same finitefield, and it is the unique function field with this genus, up to isomorphism. Moreover,it has a very large automorphism group. Until recently there was no knownmaximal function field which is not a subfield of H. In 2009, Giulietti and Korchmárosconstructed the first example of a maximal function field over the finite fieldFq6 , where q is a prime power, which is not subfield of H over the same finite field.They also determined the automorphism group of this example. Later, a generalizationof Giulietti and Korchmáros construction to Fq2n for any odd number n >= 3was given by Garcia, Güneri and Stichtenoth and was shown to be maximal.In this thesis, we determine the automorphism group of the generalized Giulietti-Korchmáros function field. Moreover, some subfields of the generalized Giulietti-Korchmáros function field and their genera are also determined."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde stokastik kalkülüs uygulamalarını finansal matematik modellerine uygulayacağız. Özellikle, opsiyon fiyatlama için olan ünlü Black-Scholes modelini ve aynı zamanda kambiyo kuru ve temettü ödemeleri modellerini gözden geçireceğiz.","In this thesis we study applications of stochastic calculus to models in financial mathematics. In particular, we consider the famous Black-Scholes model for option pricing, and also models for currency exchange and dividend payments."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tez çalışmasında elastik bir sürekli ortamdaki doğrusal olmayan dalga hareketiniyöneten iki yerel olmayan model önerilmiş olup, bu yerel ve doğrusal olmayandalga denklemlerine karşı gelen Cauchy problemleri ele alınmıştır. Her iki model deFourier dönüşümleri negatif olmayan genel çekirdek fonksiyonları ile tanımlı konvolüsyon integral operatörleri içermektedir. Modellerden bir tanesi boyuna dalgayayılımını yöneten tek denklem üzerine inşa edilirken, diğer model enine dalgalarınyayılımını yöneten iki kuple denklem üzerine inşa edilir. Boussinesq tipi denklemlergibi doğrusal olmayan dalga yayılımının iyi bilinen denklem örnekleri, çekirdekfonksiyonlarının uygun seçimleri için önerilen modellerden elde edilebilirler. Butezin temel amacı Cauchy problemlerinin iyi tanımlılığını tartışmaktır. Bu amaçla,başlangıç koşullarının yeterince düzgün olduğu ve doğrusal olmayan terimin bazıpozitiflik özelliklerine sahip olduğu varsayımları altında, modellerin çözümlerininglobal varlıkları ispatlanmıştır. Buna ek olarak, çözümlerin sonlu zamanda patlaması icin yeter koşullar elde edilmiştir.","In this thesis study, two nonlocal models governing nonlinear wave motions in acontinuous medium are proposed and the Cauchy problems corresponding to thesenonlocal nonlinear wave equations are considered. Both of the models involve convolutionintegral operators with general kernel functions whose Fourier transforms arenonnegative. One of the models is based on a single equation governing the longitudinalwave propagation, whereas the other model is based on two coupled equationsgoverning the propagation of transverse waves. Some well-known examples of nonlinearwave equations, such as Boussinesq-type equations, follow from the proposedmodels for suitable choices of the kernel functions. The main aim of this thesis is todiscuss well-posedness of the Cauchy problems. For this purpose, global existenceof solutions of the models assuming enough smoothness on the initial data togetherwith some positivity conditions on the nonlinear term are established. Furthermore,sucient conditions for nite time blow-up are provided."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tezde bir K cismi üzerindeki ayrık değerin, K'nın sonlu ve ayrılabilir bir cisimgenişlemesi olan L'ye nasıl genişletibileceği üzerine çalışılmıştır. Ayrık değerleringenişletilmesinin dallanma teorisi, kalan sınıfı cismi genişlemesinin ayrışabilir olduğudurumlarda çok iyi bilinmektedir. Bu duruma klasik dallanma teorisi denir. Butezde klasik dallanma teorisi ve kalan sınıfı cisim genişlemesi ayrışabilir olmayanayrık değer genişlemelerin dallanma teorisi incelenmiştir. Klasik dallanma teorisinin,Hilbert formülü gibi, bazı sonuçlarnn cisim genişlemesi ayrışabilir olmayan ayrıkdeger genişlemelerin dallanma teorisinde de doğru olacak sekilde modifiye edilebileceği,ama bazı sonuçların ise bu durumda doğru olamayacakları gösterilmiştir.","We study how a discrete valuation v on a eld K can be extended to a valuationof a finite separable extension L of K. The ramification theory of extensions of discretevaluations to a finite separable extension is very well established whenever theresidue class field extension is separable. This is the so called classical ramificationtheory. We investigate the classical ramification theory and also the ramificationtheory of extensions of discrete valuations with an inseparable residue class fieldextension. We show that some results from classical ramification theory, such asHilbert's different formula can be modified to be true for extensions of valuationswith inseparable residue class field extensions, whereas many other classical resultsfail to hold."
Sabancı Üniversitesi,Matematik = Mathematics,"Michon ve Ravache, makale [1]'de S3'ten GF(2)[x]'teki (derecesi 1'den büyük) indirgenemez polinomlar kümesi üzerine bir grup etkisi tanımlıyor ve bir yörüngenin 1, 2, 3 ya da 6 elemanlı olabileceğini gözlemleyerek şu soruları cevaplıyor: Hangi polinomların yörüngesinde i eleman bulunur? Derecesi n olanindirgenemez polinomların kaçının yörüngesi i elemanlıdır? Onların bu makalesinin ardından bir sonraki adım, sonuçlarının GF(q)'ya genellenmesi olarak görünse de, makaledeki grup etkisi tanımı bu tarz bir genişlemeye pek uygun değil. Dolayısıyla, bu yüksek lisans tezinde grup etkisi bir parça farklı birbiçimde tanımlanıyor ki daha sonra GF(q)'ya kolayca genellenebilsin. Ayrıca, makale [1]'in sonuçları da yeni grup etkisi tanımı kullanılarak tekrar elde ediliyor. Dahası, Meyn'ın yazdığı makale [2] ve yine Michon ve Ravache'ın çalışması olan makale [3]'ün ışığında; daha yüksek dereceye sahip ve verilen bir grup elemanının etkisinde sabit kalan indirgenemez polinomların inşaası da bu tezin bir parçasını oluşturuyor.","In the article [1], Michon and Ravache define a group action of S3 on the set of irreducible polynomials of degree greater than or equal to 2 over GF(2), and seeing that the orbits can have 1, 2, 3 or 6 elements, they give answers to the following two questions: Which polynomials have i elements in their orbits? Within the orbits of the irreducible polynomials of degree n, how many of them consist of i elements? After their article, the next step seems to generalize their results to the GF(q)-case, however, their denition of the group action is not so suitable for such an extension. Therefore it is defined in a slightly di#fferent approach in this master thesis so that it can be easily generalized to the GF(q)-case later. Furthermore, the results of the article [1] are reacquired using the new definition. Additionally, in the light of the articles [2] by Meyn and [3] by Michon and Ravache, the construction of irreducible polynomials of a higher degree which remain invariant under the group action of a given element forms a part of this thesis."
Sabancı Üniversitesi,Matematik = Mathematics,"R üzerinde periyodik reel potansiyel fonksiyonu v(x) ile düşünülen, 1 boyutluSchrodinger operatörü L(y) = y00 + v(x)y özeşleniktir ve spektrumu boslukluyapdadr- surekli spektrumu spektral bosluklarla ayrlmstr. Bu tezde, L operatorunun spektral bosluklarnn asimtotik davransn inceliyoruz. Mathieu potansiyelfonksiyonu v(x) = 2a cos (2x) durumunda, Harrell-Avron-Simon'n spektralbosluklarn uzunluklaryla ilgili kesin asimtotik sonuclarna esdeger bir ispat veriyoruz.","The one-dimensional Schrödinger operator L(y) = ? y00 + v(x)y, considered on Rwith -periodic real-valued potential v(x), is self-adjoint, and its spectrum has agap-band structure- the intervals of continuous spectrum are separated by spectralgaps. In this thesis, we study the asymptotic behaviour of the spectral gaps of L.In the case of the Mathieu potential v(x) = 2a cos (2x), we give an alternative proofof the result of Harrell-Avron-Simon about the precise asymptotics of the lengths ofspectral gaps."
Sabancı Üniversitesi,Matematik = Mathematics,"Anahtar Kelimeler: Kar pay ödemesi, olaslksal optimal kontrol, scrama difüzyonlarBu calısmada bir sirketin omru boyunca ödedigi toplam kar paylarnn beklenendegerinin maksimuma cıkarıldığı bir kar pay eniyileme problemi incelenmektedir. Sermayesüreci sıcrama difuzyon olarak varsaylmakta ve kar paylar, sermaye sürecivarsaylan bariyere deginceye kadar sürekli olarak dagtlmaktadr. Herhangi bir zamandasirket kar paylarn maksimum oranda dagtabilir; ancak bu, sermaye süreciniiflas bariyerine daha cok yaıknlastıracaktr. Bu yüzden, verilen bir kabul edilebilirkümeden öyle bir strateji secilmelidir ki bu nlesim en iyi sekilde cozümlenebilsin. Bucalısmada en iyi strateji yapısının problemin parametrelerine baglı oldugu bulunmustur.Farkl durumlar icin en iyi strateji tanmlanmıs ve problemin deger fonksiyonunun naslhesaplanacagı gösterilmistir.","Keywords: Dividend pay-out, stochastic optimal control, jump-diffusions.We consider a dividend optimization problem where the objective is to maximizethe expected value of total dividends paid during the lifetime of a company. The capitalprocess is assumed to be a jump-diffusion, and dividends are paid out continuously untilthe capital process hits a default barrier. At any time, the company may distributedividends at full rate; however, this would bring the capital process closer to the ruinbarrier. Hence, we need to and a strategy (from a given admissible set) that willresolve this trade-of optimally. Here, we show that the structure of the optimal policydepends on the parameters of the problem. We identify an optimal policy for differentcases, and we show how to compute the value function of the problem."
Sabancı Üniversitesi,Matematik = Mathematics,"Devirsel kodlarn minimum uzaklıklarn snrlama, kodlama teorisinin klasik problemlerindenbiridir. Wolfmann, iz gösterimleri ve Hilbert 90 Teoremini kullanarak, devirselkodlarn minimum uzaklklar icin baz Artin-Schreier egrilerinin rasyonel noktasaylar cinsinden alt snr buldu. Bu tezde Artin-Schreier egrilerinin denklemleridegistirilerekWolfmann'n snrnn iyilestirilip iyilestirilemeyecegi anlaslmaya calsld.Deneylerimiz iyilestirmenin baz durumlarda mumkun oldugunu gösterdi.Anahtar Kelimeler: Sonlu cisimler, devirsel kodlar, iz gösterimleri, permutasyonpolinomlar","Estimation of the minimum distance of cyclic codes is a classical problem in codingtheory. Using the trace representation of cyclic codes and Hilbert's Theorem 90,Wolfmann found a general estimate for the minimum distance of cyclic codes in termsof the number of rational points on certain Artin-Schreier curves. In this thesis, wetry to understand if Wolfmann's bound can be improved by modifying equations ofthe Artin-Schreier curves by the use of monomial and some nonmonomial permutationpolynomials. Our experiments show that an improvement is possible in some cases.Keywords: Finite elds, cyclic codes, trace representations, permutation polynomials."
Sabancı Üniversitesi,Matematik = Mathematics,"K(x) ve K(z) rasyonel fonksiyon cisimleri olsun; öyle ki K(x), K(z) üzerinde ayrışabilir bir cisim genişlemesidir. Öncelikle, K(x)'in,K(x)/K(z) genişlemesindeki dallanmış yerlerin sayısına bakılmıştır. Daha sonra, K[x]'de ayrışabilir bir polinom olan f(x) ve bir fonksiyon cismi olan F'in bir elamanı z için f(x)=z denkliği ile tanımlı F(x)/F genişlemesi ele alınmıştır. Bu cisim genişlemelerindeki dallanma indexleri ve fark kuvvetleri için formüller verilmiştir. Aslında; verilen bu formüller Kummer ve Artin-Scheier genişlemeleri için verilen bilindik formüllerin bir genelleştirilmesidir.","Let K(x) be a rational function field, which is a finite separable extension of the rational function field K(z). In the first part of the thesis, we have studied the number of ramified places of K(x) in K(x)/K (z). Then we have given a formula for the ramification index and the different exponent in the extension F(x) over a function field F, where x satisfies an equation f(x)=z for some z in F and separable polynomial f(x) in K[x]. In fact, this generalizes the well-known formulas for Kummer and Artin-Schreier extensions."
Sabancı Üniversitesi,Matematik = Mathematics,"K (x) ve K (z) rasyonel fonksiyon cisimleri olsun; oyle ki K (x), K (z) uzerinde ayrısabilir bir cisim genislemesidir. Oncelikle, K (x)'in, K (x)/K (z) genislemesindeki dallanmıs yerlerin sayısına bakılmıstır. Daha sonra, ayrısabilir bir polinom olan f (x) ∈ K [x] ve bir fonksiyon cismi olan F'in bir elamanı z icin f (x) = z denkligi ile tanımlı F(x)/F genislemesi ele alınmıstır. Bu cisim genislemelerindeki dallanma indexleri ve fark kuvvetleri icin formuller verilmistir. Aslında; verilen bu formuller Kummer ve Artin-Scheier genislemeleri icin verilen bilindik formullerin bir genellestirilmesidir.","Let K (x) be a rational function ﬁeld, which is a ﬁnite separable extension of the rational function ﬁeld K (z). In the ﬁrst part of the thesis, we have studied the number of ramiﬁed places of K (x) in K (x)/K (z). Then we have given a formula for the ramiﬁcation index and the diﬀerent exponent in the extension F (x) over a function ﬁeld F, where x satisﬁes an equation f (x) = z for some z ∈ F and separable polynomial f (x) ∈ K [x]. In fact, this generalizes the well-known formulas for Kummer and Artin-Schreier extensions."
Sabancı Üniversitesi,Matematik = Mathematics,"D ve G Stein manifoldları, E ve F sırasıyla D ve G' nin kompakt altkümeleri, ve X kümesi; E ile G nin kartezyen çarpım kümesi ile D ile F nin kartezyen çarpım kümelerinin birleşimi olsun. Belirlenmiş bir hipotez altında, X kümesi üzerinde tanımlı, değişkene göre analitik (F' nin elemanı w sabit tutulduğunda, z değişkenine göre D' de analitik ve E' nin elemanı z sabit tutulduğunda, w değişkenine göre G' de analitik) bir f fonksiyonunun, X kümesinin açık bir komşuluğuna genişletilebileceği ispatlanmıştır.","Let D and G be arbitrary Stein manifolds, E and F be compact subsets of D and G respectively, and X be the union of the cartesian product of E and G and cartesian product of D and F. Under certain general hypothesis it is proved that a function f on X which is separately analytic, i.e. for which f(z,w) is analytic in z in D for any fixed w in F and analytic in w in G for any fixed z in E, extends to an analytic function in some open neighbourhood of X."
Sabancı Üniversitesi,Matematik = Mathematics,"Bu tez boyunca k cebirsel olarak kapalı, karakteristiği p > 0 olan bir cisim olarak kabul edilmiştir ve K, k üzerinde tanımlı bir fonksiyon cismidir. L, K cisminin aşağıdaki polinomlardan birinin k tarafından üretilmiş bir cisim genişlemesidir.f(x) = x^p + bx + d (1)f(x) = x^p + bx^(p-1)+ d (2)ve b, d K cisminin sıfırdan farklı elemanlarıdır. Yukarıda yer alan her iki polinom içinde K fonksiyon cismine ait maksimal yerel halkalarının maksimal özleklerinin L/K daki dallanma davranışlarını inceleyeceğiz. Bir diğer anlamıyla dallanma değerini ve fark kuvvetini belirleyeceğiz.","Throughout this thesis, we denote by k an algebraically closed field of characteristic p > 0, and K /k is a function field over k. We consider extensions L = K(r); where r is a root of one of the following, f(x) = x^p + bx + d (1)f(x) = x^p + bx^(p-1)+ d (2)with b; d in K different from zero. For each polynomial listed above, we will describe ramification behavior of places P of K in the extension L=K, i.e. we will determine ramification index and different exponent of the places P' of L lying above P."
