273145,https://tr.wikipedia.org/?curid=107611,https://en.wikipedia.org/wiki/Catfish,Kedi balığı,Catfish,TRUE,NOT_FOUNDs,476,NOT_FOUND
148739,https://tr.wikipedia.org/?curid=11090,https://en.wikipedia.org/wiki/Evolution,Evrim,Evolution,TRUE,IS_DONEs,64,TRUE
274156,https://tr.wikipedia.org/?curid=11633,https://en.wikipedia.org/wiki/Orbit,Yörünge,Orbit,TRUE,IS_DONEs (not),127,NOT_FOUND
156853,https://tr.wikipedia.org/?curid=12926,https://en.wikipedia.org/wiki/Electron,Elektron,Electron,TRUE,,,TRUE
305325,https://tr.wikipedia.org/?curid=136846,https://en.wikipedia.org/wiki/Buffer_overflow,Arabellek aşımı,Buffer overflow,TRUE,,,TRUE
154521,https://tr.wikipedia.org/?curid=13788,https://en.wikipedia.org/wiki/Electron_configuration,Elektron dizilimi,Electron configuration,TRUE,,,TRUE
133198,https://tr.wikipedia.org/?curid=1392173,https://en.wikipedia.org/wiki/Tesla_coil,Tesla bobini,Tesla coil,TRUE,,,NOT_FOUND
139685,https://tr.wikipedia.org/?curid=1469481,https://en.wikipedia.org/wiki/List_of_authors_of_names_published_under_the_ICZN,Takson yazarı zoologlar listesi,List of authors of names published under the ICZN,TRUE,,,TRUE
138138,https://tr.wikipedia.org/?curid=1501,https://en.wikipedia.org/wiki/Natural_number,Doğal sayılar,Natural number,TRUE,,,NOT_FOUND
150311,https://tr.wikipedia.org/?curid=1549534,https://en.wikipedia.org/wiki/Embedded_system,Gömülü sistem,Embedded system,TRUE,,,TRUE
405763,https://tr.wikipedia.org/?curid=155771,https://en.wikipedia.org/wiki/Human_tooth,İnsan dişi,Human tooth,TRUE,,,TRUE
287383,https://tr.wikipedia.org/?curid=1605641,https://en.wikipedia.org/wiki/Information_technology,Bilgi teknolojisi,Information technology,TRUE,,,TRUE
224907,https://tr.wikipedia.org/?curid=168020,https://en.wikipedia.org/wiki/Rhizobium,Rizobiyum,Rhizobium,TRUE,,,NOT_FOUND
154396,https://tr.wikipedia.org/?curid=173510,https://en.wikipedia.org/wiki/Atomic_nucleus,Atom çekirdeği,Atomic nucleus,TRUE,,,TRUE
224417,https://tr.wikipedia.org/?curid=1744673,https://en.wikipedia.org/wiki/Secondary_metabolite,İkincil metabolit,Secondary metabolite,TRUE,,,NOT_FOUND
154628,https://tr.wikipedia.org/?curid=176803,https://en.wikipedia.org/wiki/Magnetism,Manyetizma,Magnetism,TRUE,,,TRUE
306507,https://tr.wikipedia.org/?curid=1818598,https://en.wikipedia.org/wiki/Malware,Malware,Malware,TRUE,,,TRUE
143411,https://tr.wikipedia.org/?curid=183105,https://en.wikipedia.org/wiki/Carbonate,Karbonat,Carbonate,TRUE,,,NOT_FOUND
367293,https://tr.wikipedia.org/?curid=185979,https://en.wikipedia.org/wiki/Peafowl,Tavus kuşu,Peafowl,TRUE,,,NOT_FOUND
273142,https://tr.wikipedia.org/?curid=189101,https://en.wikipedia.org/wiki/Natural_science,Doğa bilimleri,Natural science,TRUE,,,NOT_FOUND
120989,https://tr.wikipedia.org/?curid=1928668,https://en.wikipedia.org/wiki/History_of_electromagnetic_theory,Elektromanyetizma teorisi tarihi,History of electromagnetic theory,TRUE,,,NOT_FOUND
272585,https://tr.wikipedia.org/?curid=1928668,https://en.wikipedia.org/wiki/History_of_electromagnetic_theory,Elektromanyetizma teorisi tarihi,History of electromagnetic theory,TRUE,,,FALSE
107388,https://tr.wikipedia.org/?curid=2035068,https://en.wikipedia.org/wiki/Global_Health_Action,Küresel Sağlık Hareketi,Global Health Action,TRUE,,,NOT_FOUND
84719,https://tr.wikipedia.org/?curid=2041820,https://en.wikipedia.org/wiki/Glioblastoma,Glioblastom,Glioblastoma,TRUE,,,NOT_FOUND
40287,https://tr.wikipedia.org/?curid=2058457,https://en.wikipedia.org/wiki/Veterinary_specialties,Veteriner tıpta uzmanlık,Veterinary specialties,TRUE,,,NOT_FOUND
105232,https://tr.wikipedia.org/?curid=2060292,https://en.wikipedia.org/wiki/Collaborative_filtering,İşbirlikçi filtreleme,Collaborative filtering,TRUE,,,NOT_FOUND
79850,https://tr.wikipedia.org/?curid=2063011,https://en.wikipedia.org/wiki/CD32,CD32,CD32,TRUE,,,NOT_FOUND
108911,https://tr.wikipedia.org/?curid=2063266,https://en.wikipedia.org/wiki/CD11,CD11,CD11,TRUE,,,NOT_FOUND
